@relation Main_SemC_17-18-weka.filters.unsupervised.attribute.ReplaceMissingValues

@attribute A1 {TVGUIDE,MODMAT,MASSEY,KMART,ROSES,CHILDCRAFT,HANOVRHOUSE,HANOVRHOUS,GUIDEPOSTS,HOMESHOP,USCAV,COLORTIL,WARDS,TARGET,WOOLWORTH,AMES,WOOLWRTH,ABBYPRESS,BELKS,SEARS,JCPENNY,CENPURCH,BELK,TOYSRUS,ECKERD,JCP,COLORTILE,BESTPROD,HANHOUSE,HILLS,SHEPLERS,HANOVERHOUSE,AUSTADS,NATLWILDLIFE,JAMESWAY,BURDINES,EXXON,HOMESHOPPING,NTLWILDLIFE,CHILDWORLD,DOWNS,GLOBAL,CASUALLIVING,CAMPINGWORLD,OLDVILLAGESHOP,GLOBALEQUP,YIELDHOUSE,REI,ECKERDS,WALMART,DUNNS,MERVYNS,LAZARUS,GALLS,COMPETITIVEDGE,CASLIVING,BRENDLS,SERVMERCH,LURIAS,ABBEYPRESS,HANOVERHSE,ABBEY,GURNEY,ADCO,KIDSRUS,PENNEY,CVS,homeshop,kmart,hanoverhouse,homeshopping,bestprod,venture,modmat,target,jfk,colorfulimage,toysrus,eckerds,jcp,walmart,eckerd,best}
@attribute A2 numeric
@attribute A3 {YES,NO}
@attribute A4 {KEY,KeY,key}
@attribute A5 {YES,NO}
@attribute A6 {BENTON,UDDEHOLM}
@attribute A7 {GALLATIN,gallatin}
@attribute A8 {UNCOATED,COATED,coated,super,uncoated}
@attribute A9 {UNCOATED,COATED,COVER,coated,uncoated,cover}
@attribute A10 {NO,YES,no}
@attribute A11 {LINE,XYLOL,NAPTHA}
@attribute A12 {YES,NO,no,yes}
@attribute A13 {Motter94,WoodHoe70,Albert70,Motter70}
@attribute A14 numeric
@attribute A15 numeric
@attribute A16 {TABLOID,CATALOG,SPIEGEL,catalog,tabloid,spiegel}
@attribute A17 {NorthUS,CANADIAN,CANAdiAN,SCANDANAVIAN,SouthUS,mideuropean}
@attribute A18 numeric
@attribute A19 numeric
@attribute A20 numeric
@attribute A21 numeric
@attribute A22 numeric
@attribute A23 numeric
@attribute A24 numeric
@attribute A25 numeric
@attribute A26 numeric
@attribute A27 numeric
@attribute A28 numeric
@attribute A29 numeric
@attribute A30 numeric
@attribute A31 numeric
@attribute A32 numeric
@attribute A33 numeric
@attribute A34 {band,noband}

@data
TVGUIDE,25437,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Motter94,821,2,TABLOID,NorthUS,57.5,51,15.6,81,0.75,25,9.8,1850,49,41.2,0,2.7,0.6,34,30,100,noband
AMES,38013,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,Motter94,824,2,TABLOID,NorthUS,40,55,15.4,80,0.8125,30,10.2,2400,51,38.8,0,1.7,0.7,30,45,93.75,noband
AMES,38013,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,Motter94,824,9,TABLOID,NorthUS,45,55,16.1,82,0.75,30,0,2400,58.8,41.2,0,2,0.8,30,45,93.75,noband
COMPETITIVEDGE,34399,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter70,813,1,CATALOG,NorthUS,40,54,15,70,0.724333,30.907563,10,1823.359168,50,40,0,2.5,0.8,60,30,100,noband
COMPETITIVEDGE,34399,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter70,813,5,CATALOG,NorthUS,42.5,54,15,70,0.724333,30.907563,13.4,1500,48.1,38.5,2,2.5,1,60,45,93.75,noband
AUSTADS,34066,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Albert70,802,7,CATALOG,CANADIAN,52.5,55,14,70,0.625,55,7.9,1600,57.5,34.44,4,3,0.8,40,45,93.75,noband
AUSTADS,34066,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Albert70,802,2,CATALOG,CANADIAN,52.5,55,14,80,0.724333,55,9.9,1600,49.5,40.6,0,3,0.5,40,45,93.75,noband
TARGET,34551,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,815,1,SPIEGEL,CANADIAN,35,72,15.2,72,1,36,0,2200,65.2,34.8,0,2.5,1,30,40,93.6,band
TARGET,34551,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,NO,WoodHoe70,815,1,SPIEGEL,CANADIAN,35,56,15,70,1,33,0,2350,65.2,34.8,0,2.5,1,30,40,93.75,band
COLORTILE,34749,NO,KeY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,NO,WoodHoe70,816,2,TABLOID,CANADIAN,45.036082,46,16,72,0.5,32,0,1673,58.8,41.2,0,2.5,1.5,30,39.056391,103.032791,band
TARGET,34551,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,NO,WoodHoe70,815,1,SPIEGEL,CANADIAN,40,60,15.5,73,0.75,28,0,1850,65.2,34.8,0,2.8,1,30,40,100,band
MODMAT,47103,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Albert70,802,7,CATALOG,NorthUS,60,50,14.5,70,0.75,45,15.6,1650,45.8,38.5,2,2.5,1,40,40,100,noband
MODMAT,47105,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,WoodHoe70,816,2,CATALOG,NorthUS,60,50,14.9,88,0.375,32,10.3,1700,51.5,38.1,5,3,1.3,40,40,103.3,noband
MODMAT,47103,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Albert70,802,2,CATALOG,NorthUS,60,50,14.5,60,0.75,40,19,1650,47.6,33.3,0,2.5,1,40,40,103.3,noband
MODMAT,47105,YES,KEY,YES,UDDEHOLM,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,WoodHoe70,816,9,CATALOG,NorthUS,65,50,15,86,0.25,28,10.5,1700,52.6,36.8,2,2.5,0.6,40,40,103.3,noband
MODMAT,47105,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter70,813,5,CATALOG,NorthUS,55,47,13,70,0.724333,30.907563,14.1,1600,50.5,35.3,0,2.5,0.5,40,35,106.25,noband
MODMAT,47105,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter70,813,1,CATALOG,NorthUS,65,47,12,68,0.724333,30.907563,0,1600,58.8,41.2,0,2.8,0.8,40,35,106.25,noband
MODMAT,47105,YES,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter70,813,10,CATALOG,NorthUS,55,47,15.5,74,0.724333,30.907563,0,1600,62.5,37.5,0,2.5,1,40,35,106.25,noband
MODMAT,47105,YES,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter70,813,9,CATALOG,NorthUS,55,47,14,71,0.724333,30.907563,0,1600,62.5,37.5,0,2.5,0.7,40,40,90.3,noband
MODMAT,47105,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,WoodHoe70,816,9,CATALOG,NorthUS,65,60,14.5,80,0.25,38,15.8,1900,49.5,34.6,0,2.9,0.7,40,40,103.3,noband
MODMAT,47105,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,WoodHoe70,816,2,CATALOG,NorthUS,60,60,14,76,0.375,30,10.3,1900,51.5,38.1,5,2.6,1.1,40,40,103.3,noband
TARGET,34551,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,NO,WoodHoe70,815,1,SPIEGEL,CANADIAN,40,49,14,82,0.625,30,0,2150,65.2,34.8,1,2.5,0.9,30,40,93.75,band
KMART,36197,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,NO,WoodHoe70,815,1,TABLOID,NorthUS,55,50,14,80,0.625,32,8,2000,60,32,0,2.5,0.9,35,40,93.55,band
KMART,36197,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,WoodHoe70,815,1,TABLOID,NorthUS,55,48,14.5,76,0.5,30,8,2000,60,32,0,2.5,1,35,40,93.55,band
TVGUIDE,25441,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Motter94,821,7,TABLOID,NorthUS,55,50,17,89,1,22,10.4,1650,52.1,37.5,0.75,2.5,1.1,34,40,93.55,band
KMART,36197,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,WoodHoe70,816,2,TABLOID,mideuropean,55,50,17,78,0.25,32,9.7,1900,52.2,38.1,0,3,0.9,35,40,96.97,band
TOYSRUS,34754,NO,KEY,NO,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,824,2,TABLOID,CANADIAN,42.5,48,16,70,0.8125,35,0,2050,66.7,33.3,2,1.7,1,30,40,93.55,noband
TOYSRUS,34754,NO,KEY,NO,BENTON,GALLATIN,COATED,COATED,NO,LINE,NO,Motter94,824,9,TABLOID,CANADIAN,42.5,48,15,76,0.875,30,3.6,2050,60.2,36.2,0,2.5,1,30,40,93.55,noband
WALMART,36578,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,NO,Motter94,827,9,TABLOID,mideuropean,35,48,14.5,76,0.75,20,0,2225,62.5,37.5,4,2.7,1.2,33,40,106.25,noband
WALMART,36578,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,NO,Motter94,827,2,TABLOID,mideuropean,35,48,14.5,74,0.75,20,0,2225,62.5,37.5,4,2,1.2,33,40,106.25,noband
TARGET,34551,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,815,9,SPIEGEL,CANADIAN,30,48,15,88,0.75,35,7.7,1823.359168,57.7,34.6,0,2.8,0.8,30,40,100,noband
TVGUIDE,25440,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Motter94,821,2,TABLOID,NorthUS,47.5,49,14.5,88,0.625,25,34.5,2000,43.5,22,0,2.5,0.7,40,40,96.97,noband
MODMAT,47105,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter70,813,1,CATALOG,NorthUS,60,48,14,76,1,30.907563,5.6,1600,55.6,38.8,0,2.5,0.7,40,40,96.97,noband
MODMAT,47105,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter70,813,5,CATALOG,NorthUS,60,48,16,72,1,30.907563,15.2,1600,44.6,40.2,0,2.1,0.7,40,40,96.97,noband
KMART,36197,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,WoodHoe70,816,9,TABLOID,NorthUS,47.5,52,15.2,76,0.75,30,17.5,1700,48.7,33.8,0,2.5,0.8,35,40,114.3,band
CASLIVING,38059,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Albert70,802,7,CATALOG,NorthUS,42.5,52,16.8,80,0.625,40,0,1700,54.3,45.7,3,3,1,34,40,107.4,noband
KMART,36197,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,WoodHoe70,815,9,TABLOID,mideuropean,47.5,53,15,72,0.75,25,22,1500,45.9,32.1,0,2.5,0.8,35,40,114.3,band
KMART,36197,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,WoodHoe70,815,2,TABLOID,mideuropean,47.5,58,14,85,0.75,28,16.5,1800,48.5,35,0,2.5,0.5,35,40,114.3,band
KMART,36197,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,WoodHoe70,816,2,TABLOID,mideuropean,55,48,18,76,0.25,24,10,1600,60,30,0,3,0.9,35,40,93.55,band
BRENDLS,38218,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,821,7,TABLOID,CANADIAN,30,52,16.5,80,0.625,40,0,1800,58.1,41.9,1,2.5,0.4,35,40,107.4,band
CASLIVING,38059,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Albert70,802,2,CATALOG,NorthUS,42.5,52,18,70,0.625,45,0,1700,58.8,41.2,0,3,0.7,34,40,103.125,noband
TVGUIDE,25443,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,821,7,TABLOID,NorthUS,47.5,54,14,65,0.625,25,16.1,1500,44.6,39.3,4,2.5,1,34,40,114.29,band
SERVMERCH,38240,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,XYLOL,YES,Albert70,802,7,CATALOG,mideuropean,60,46,15.359795,80,0.625,50,12.4,1391,51.5,36.1,2,2.7,1,38.5,40,114.29,noband
SERVMERCH,38240,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,XYLOL,YES,Albert70,802,2,CATALOG,mideuropean,60,46,15.359795,70,0.625,50,19,1391,47.6,33.3,0,2.7,0.7,38.5,40,114.29,noband
TARGET,34522,NO,KEY,YES,BENTON,GALLATIN,COATED,UNCOATED,NO,LINE,YES,WoodHoe70,816,9,SPIEGEL,NorthUS,35,50,14,74,0.25,28,0,2500,58.8,41.2,0,2.5,0.7,30,40,114.29,noband
TARGET,34522,NO,KEY,YES,BENTON,GALLATIN,COATED,UNCOATED,NO,LINE,YES,WoodHoe70,816,2,SPIEGEL,NorthUS,40,50,13,74,0.25,25,0,2500,58.8,41.2,2,2.5,0.5,30,40,114.29,noband
AMES,34587,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,NO,Motter94,827,2,TABLOID,CANADIAN,30,53,14,85,0.75,30,15,2290,50,35,0,2,1.5,33,40,110.7,noband
AMES,34587,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,NO,Motter94,827,9,TABLOID,CANADIAN,30,53,15,80,0.75,30,15,2290,50,35,0,2.5,1,33,40,110.7,noband
TOYSRUS,34756,NO,KEY,NO,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,824,2,TABLOID,CANADIAN,30,54,16.3,80,0.8125,30,0,2100,60,40,3,2.5,1.2,30,40,114.29,noband
TOYSRUS,34756,NO,KEY,NO,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,824,9,TABLOID,CANADIAN,30,54,14.9,72,1.25,30,3.6,2100,60.2,36.1,1.5,2.5,1.2,30,40,114.29,noband
WOOLWRTH,34996,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,816,9,TABLOID,NorthUS,35,43,13,75,0.75,30.907563,0,2000,62.5,37.5,0,2.5,1.1,30,40,100,band
TVGUIDE,25445,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,821,7,TABLOID,NorthUS,52.5,43,15,71,0.75,28,7.4,1500,53.2,39.4,0,2.5,1,34,40,98.3,band
KMART,36165,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Motter94,828,2,TABLOID,NorthUS,65,43,16,78,0.75,30,12,2100,46.3,41.7,0,2,1,40,40,100,band
KMART,36165,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Motter94,828,9,TABLOID,NorthUS,65,42,17.5,100,1.125,25,17.5,2250,48.5,34,0,2.5,1,40,40,100,noband
KMART,36165,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Motter94,828,2,TABLOID,NorthUS,65,42,17,80,1,22,15,2250,50,35,1,2.5,1,40,40,100,noband
AMES,34588,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,815,9,TABLOID,CANADIAN,37.5,43,16,76,0.9375,30.907563,0,2180,62.5,37.5,2,2.9,1.2,33,40,96.77,band
WARDS,36059,NO,KeY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,815,2,TABLOID,CANADIAN,45.036082,42,16.1,73,0.625,30,0,2000,61.9,38.1,0,2.8,1,30,39.056391,103.032791,band
WOOLWORTH,34996,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,816,9,TABLOID,NorthUS,35,43,13,75,0.75,30.907563,0,2000,62.5,37.5,0,2.5,1.1,30,40,100,band
WOOLWORTH,34996,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,816,9,TABLOID,NorthUS,35,42,15.9,78,0.375,32,0,2150,62.5,37.5,0,1.7,0.9,30,40,101.67,band
AMES,34588,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,NO,WoodHoe70,815,2,TABLOID,CANADIAN,40,43,15.5,85,0.75,25,4.7,2000,58.1,37.2,0,2.5,1,33,40,96.77,band
AMES,34588,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,815,2,TABLOID,CANADIAN,40,43,17.2,78,0.9375,30.907563,1,2180,58.3,40.7,2,2.4,0.8,33,40,96.77,band
TVGUIDE,25466,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,821,7,TABLOID,NorthUS,50,43,17,72,0.625,30,14.3,1600,47.6,38.1,0,2.5,1,34,40,96.77,band
TVGUIDE,25477,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Motter94,821,7,TABLOID,NorthUS,50,42,17,73,0.4375,20,18.5,1800,46.3,35.1,2,2.5,1,34,40,100,band
MODMAT,47106,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Albert70,802,2,CATALOG,CANADIAN,40,43,13.5,76,0.75,52,4.4,1726,55,40.6,0,3,1,40,40,96.77,noband
HILLS,34716,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,WoodHoe70,816,9,TABLOID,NorthUS,40,43,16.4,79,0.3125,35,0.5,2400,59.5,40,0.5,2.6,1.1,35,40,96.77,noband
HILLS,34716,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,NO,WoodHoe70,816,9,TABLOID,NorthUS,40,51,15,70,0.25,24,0.5,0,59.5,40,0,3,1,35,40,100,band
WOOLWORTH,34997,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,NO,WoodHoe70,815,1,TABLOID,CANADIAN,32.5,43,13,80,0.75,28,0,1500,62.5,37.5,0,0,0,30,40,100,band
HILLS,34716,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,WoodHoe70,816,2,TABLOID,NorthUS,40,43,15.6,81,0.5,34,0,2400,62.5,37.5,5,2.400938,0.9,35,40,96.77,noband
HILLS,34716,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,WoodHoe70,816,7,TABLOID,NorthUS,37.5,43,15.8,80,0.5,32,0,2400,62.5,37.5,5,2.5,0.9,35,40,96.77,noband
TARGET,34553,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,827,2,SPIEGEL,CANADIAN,45,42,14.9,75,1,25,10.5,1660,52.6,36.9,0,2.5,1,30,40,101.67,noband
TARGET,34553,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,827,9,SPIEGEL,CANADIAN,45,42,14,80,0.724333,20,7.6,1823.359168,54.3,38.1,0,2.400938,0.987594,30,40,101.67,noband
KMART,36166,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,NO,Motter94,828,2,TABLOID,NorthUS,45,43,16,80,0.75,30,3.1,2200,51,45.9,0,2.5,1.3,35,40,103.33,noband
KMART,36166,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,NO,Motter94,828,9,TABLOID,NorthUS,50,43,15.5,72,0.75,30,5.1,2200,50.6,44.3,0,2.5,1.3,35,40,96.77,noband
MODMAT,47106,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Albert70,802,7,CATALOG,NorthUS,40,45,13.6,90,0.75,45,0,1386,62.5,37.5,0,3,0.7,40,40,96.77,band
MODMAT,47106,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Albert70,802,7,CATALOG,NorthUS,40,42,15,65,0.75,55,0,1650,62.5,37.5,0,2.5,1,40,40,96.77,band
BRENDLS,34442,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Motter94,821,7,TABLOID,NorthUS,50,43,14,74,0.625,20,2.2,1800,56.2,41.6,0,3,1,38,40,96.875,band
WOOLWORTH,34997,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,815,9,TABLOID,CANADIAN,50,47,16.2,74,0.75,28,10.8,2000,53.4,35.8,0,2.5,1.3,30,40,100,band
WOOLWORTH,34997,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,815,2,TABLOID,CANADIAN,50,47,16,92,0.75,35,0,1800,68,32,1,2.6,1.2,30,40,100,band
TOYSRUS,34759,NO,KEY,NO,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,816,1,SPIEGEL,CANADIAN,32.5,47,16.1,88,0.3125,28,0,2189,62.5,37.5,0,2.4,0.8,30,40,100,noband
TOYSRUS,34759,NO,KEY,NO,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,816,2,SPIEGEL,CANADIAN,32.5,47,20,79,0.3125,29,0,2189,58.1,41.9,5,2.5,1.25,30,40,100,noband
JCP,34781,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,WoodHoe70,816,2,TABLOID,NorthUS,70,43,18.1,78,0.5,28,14.4,2125,48.1,37.5,5,3,0.9,33,40,100,noband
JCP,34781,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,WoodHoe70,816,9,TABLOID,NorthUS,70,43,16,77,0.8175,28,15.9,2125,46.5,37.6,3,1.75,0.6,33,40,100,noband
TOYSRUS,34759,NO,KEY,NO,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,816,9,SPIEGEL,CANADIAN,40,47,16.53,78,0.8125,24,0,2189,58.8,41.2,0,2,0.8,30,40,100,noband
WOOLWORTH,34997,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,815,2,TABLOID,CANADIAN,32.5,45,14,94,0.625,25,0,1800,66.7,33.3,0,2.1,1,30,40,100,band
TOYSRUS,34259,NO,KEY,NO,BENTON,GALLATIN,COATED,COATED,NO,LINE,NO,WoodHoe70,815,1,SPIEGEL,CANADIAN,40,47,15,88,0.5,34,0,1700,62.5,37.5,0,0,0,30,40,100,band
MODMAT,47106,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Albert70,802,2,CATALOG,NorthUS,40,46,15,70,0.75,50,0,1800,53.9,46.1,0,2.5,1,40,40,100,band
MODMAT,47106,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Albert70,802,7,CATALOG,NorthUS,40,50,14,70,0.75,45,0,1800,60.2,39.8,0,2.5,1,40,40,100,band
TVGUIDE,25447,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Motter94,821,2,TABLOID,NorthUS,45,41,15,78,0.75,20,14.6,1800,48.5,36.9,0,2.5,1,34,40,100,noband
TARGET,34554,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,Motter94,827,2,SPIEGEL,NorthUS,45,42,14,75,1,20,11.2,1800,51,37.8,8,2.5,1,35,40,100,noband
TARGET,34554,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,Motter94,827,9,SPIEGEL,NorthUS,45,42,14,75,1,20,0,1800,58.9,41.1,8,3,2,35,40,100,noband
KMART,36167,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,Motter94,828,2,TABLOID,SCANDANAVIAN,45,41,15.8,78,1,40,0,2300,62.5,37.5,4,2.5,1.4,35,40,100,noband
KMART,36167,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,Motter94,828,9,TABLOID,SCANDANAVIAN,45,41,14.6,74,1,32,21,2300,47.6,31.4,4,2.5,1.1,35,40,96.77,noband
TVGUIDE,25450,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,821,7,TABLOID,NorthUS,45,42,14.8,72,0.625,20,0,1800,58.8,41.2,0,2.5,0.9,34,40,106.25,noband
LURIAS,36805,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,WoodHoe70,815,9,TABLOID,mideuropean,50,42,16,88,0.75,33,11.5,1650,52.1,36.4,0,2.5,1,38,40,106.25,noband
LURIAS,36805,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,WoodHoe70,815,2,TABLOID,mideuropean,50,42,17,88,0.75,30,0,1600,62.5,27.5,5,2.6,1,38,40,106.25,band
LURIAS,36805,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,COVER,NO,LINE,YES,WoodHoe70,815,2,TABLOID,mideuropean,50,42,15,90,1,35,0,1650,55.5,44.5,0,2.5,1,38,40,100,band
TVGUIDE,25450,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,821,2,TABLOID,NorthUS,50,42,15.5,73,0.625,20,3.6,1800,60.2,36.2,0,2.5,0.9,34,40,106.25,noband
AUSTADS,38120,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,COVER,NO,LINE,YES,WoodHoe70,815,2,CATALOG,NorthUS,45,43,20,84,0.625,33,5.780579,1200,55.638533,38.567645,0,2.5,0.5,40,40,106.25,band
ECKERDS,34692,NO,KEY,YES,BENTON,GALLATIN,COATED,UNCOATED,NO,LINE,NO,Motter94,824,2,TABLOID,CANADIAN,45,42,15,70,0.8125,40,0,1500,58.8,41.2,3,2,1,30,40,100,band
SHEPLERS,35001,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,WoodHoe70,816,9,SPIEGEL,NorthUS,40,42,12.7,84,0.5,32,0,1750,62.5,37.5,0,2.5,0.9,40,40,100,noband
GUIDEPOSTS,23048,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,821,7,TABLOID,NorthUS,40,42,15.5,64,0.625,20,10.5,1550,52.6,36.9,0,2,0.6,40,40,106.25,noband
GUIDEPOSTS,23048,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,821,2,TABLOID,NorthUS,40,42,16,78,0.625,20,0,1550,62.5,37.5,0,2.5,1,40,40,106.25,noband
ABBEYPRESS,27490,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,NO,Albert70,802,2,CATALOG,NorthUS,32,42,16,70,0.625,46,0,1350,60.2,39.8,0,3,1,34,40,100,noband
